
0,059	0,060	0,057	0,057	0,058	0,057	0,059	0,057	0,059	0,056	0,055	0,058	570
0,058	0,054	0,383	0,579	0,531	0,548	0,728	0,729	0,725	0,808	0,056	0,059	570
0,057	0,053	0,376	0,656	0,549	0,557	0,659	0,707	0,699	0,801	0,054	0,056	570
0,057	0,054	0,365	0,609	0,547	0,509	0,731	0,759	0,701	0,768	0,054	0,058	570
0,058	0,053	0,284	0,627	0,539	0,544	0,674	0,733	0,743	0,762	0,056	0,059	570
0,066	0,053	0,391	0,603	0,547	0,552	0,703	0,762	0,748	0,787	0,060	0,055	570
0,054	0,056	0,305	0,625	0,514	0,549	0,674	0,795	0,732	0,975	0,060	0,055	570
0,053	0,060	0,054	0,056	0,057	0,056	0,056	0,057	0,057	0,057	0,058	0,058	570

