
0,063	0,061	0,063	0,113	0,087	0,071	0,083	0,065	0,065	0,069	0,065	0,071	570
0,065	0,063	0,712	0,701	0,517	0,570	1,021	0,787	0,900	0,714	0,064	0,068	570
0,064	0,060	0,699	0,700	0,510	0,578	0,956	0,817	0,734	0,742	0,064	0,066	570
0,063	0,062	0,648	0,601	0,449	0,450	0,819	0,796	0,737	0,717	0,063	0,067	570
0,063	0,060	0,642	0,678	0,376	0,525	0,762	0,717	0,744	0,708	0,061	0,065	570
0,061	0,060	0,691	0,617	0,404	0,514	0,826	0,816	0,796	0,706	0,061	0,064	570
0,061	0,058	0,643	0,657	0,473	0,542	0,863	0,838	0,752	0,758	0,062	0,065	570
0,064	0,064	0,062	0,063	0,064	0,064	0,066	0,066	0,066	0,067	0,066	0,067	570

